Gene,Max Cell Type
RNASE3,Human Microglia/Macrophage
RNASE4,Human Microglia/Macrophage
RNASE6,Human Microglia/Macrophage
RNASE7,
RNASE8,Human Microglia/Macrophage
RNASE9,
RNASEH1,
RNASEH2A,
RNASEH2B,
RNASEH2C,
RNASEK,Human Neurons
RNASEK-C17ORF49,
RNASEL,Human mature astrocytes
RNASET2,Human Microglia/Macrophage
RND1,Human mature astrocytes
RND2,
RND3,Human Neurons
RNF10,
RNF103,
RNF103-CHMP3,
RNF11,Human Neurons
RNF111,
RNF112,Human Neurons
RNF113A,
RNF113B,
RNF114,
RNF115,
RNF121,
RNF122,Human Microglia/Macrophage
RNF123,
RNF125,
RNF126,
RNF126P1,
RNF128,
RNF13,Human Oligodendrocytes
RNF130,
RNF133,Human Microglia/Macrophage
RNF135,Human Microglia/Macrophage
RNF138,Human Microglia/Macrophage
RNF138P1,Human mature astrocytes
RNF139,
RNF14,Human Neurons
RNF141,Human Oligodendrocytes
RNF144A,Human Oligodendrocytes
RNF144B,Human Microglia/Macrophage
RNF145,
RNF146,
RNF148,Human Endothelial
RNF149,Human Microglia/Macrophage
RNF150,Human Neurons
RNF151,
RNF152,Human Endothelial
RNF157,Human Neurons
RNF165,Human Neurons
RNF166,Human Microglia/Macrophage
RNF167,
RNF168,Human Microglia/Macrophage
RNF169,
RNF17,
RNF170,
RNF175,Human Neurons
RNF180,Human Neurons
RNF181,
RNF182,Human mature astrocytes
RNF183,
RNF185,
RNF186,
RNF187,Human Neurons
RNF19A,
RNF19B,Human Microglia/Macrophage
RNF2,Human Neurons
RNF20,
RNF207,Human Neurons
RNF208,
RNF212,
RNF213,Human Microglia/Macrophage
RNF214,Human mature astrocytes
RNF215,Human mature astrocytes
RNF216,
RNF216P1,
RNF217,
RNF219,
RNF220,Human Oligodendrocytes
RNF222,
RNF223,
RNF224,
RNF24,
RNF25,
RNF26,
RNF31,
RNF32,
RNF34,Human Neurons
RNF38,
RNF39,
RNF39,
RNF39,
RNF39,
RNF39,
RNF39,
RNF39,
RNF39,
RNF4,
RNF40,
RNF41,Human Neurons
RNF43,Human mature astrocytes
RNF44,
RNF5,
RNF5,
RNF5,Human Endothelial
RNF5,
RNF5,
RNF5,
RNF5,Human Oligodendrocytes
RNF5P1,
RNF5P1,
RNF5P1,
RNF5P1,
RNF5P1,Human Oligodendrocytes
RNF5P1,
RNF5P1,
RNF5P1,
RNF6,
RNF7,Human Neurons
RNF8,Human Neurons
RNFT1,Human Microglia/Macrophage
RNFT2,
RNGTT,Human Neurons
RNH1,
RNLS,
RNMT,Human Neurons
RNMTL1,Human Microglia/Macrophage
RNPC3,
RNPEP,Human Microglia/Macrophage
RNPEPL1,Human mature astrocytes
RNPS1,
RNU11,Human Endothelial
RNU12,
RNU4ATAC,
RNU5D-1,
RNU5E-1,
RNU5F-1,
RNU6ATAC,Human Endothelial
RNU86,
RNY4,
RNY5,
ROBO1,Human Neurons
ROBO2,Human Neurons
ROBO3,Human mature astrocytes
ROBO4,Human Endothelial
ROCK1,Human Microglia/Macrophage
ROCK1P1,Human Neurons
ROCK2,Human Neurons
ROGDI,
ROM1,Human mature astrocytes
ROMO1,Human Endothelial
ROPN1,
ROPN1B,Human mature astrocytes
ROPN1L,Human Neurons
ROR1,
ROR2,Human Neurons
RORA,
RORB,Human mature astrocytes
RORC,
ROS1,
RP1,
RP1-177G6.2,Human Neurons
RP11-165H20.1,
RP1L1,
RP2,Human Microglia/Macrophage
RP9,Human Neurons
RP9P,Human Neurons
RPA1,
RPA2,
RPA3,Human Neurons
RPA4,
RPAIN,Human Neurons
RPAP1,Human mature astrocytes
RPAP2,
RPAP3,Human Neurons
RPE,Human Neurons
RPE65,Human mature astrocytes
RPF1,
RPF2,
RPGR,
RPGRIP1,Human Microglia/Macrophage
RPGRIP1L,Human Neurons
RPH3A,Human Neurons
RPH3AL,Human Endothelial
RPIA,
RPL10,
RPL10A,
RPL10L,
RPL11,
RPL12,
RPL13,
RPL13A,Human Microglia/Macrophage
RPL13AP17,Human Neurons
RPL13AP20,Human Endothelial
RPL13AP3,
RPL13AP5,Human Endothelial
RPL13AP6,Human Endothelial
RPL13P5,
RPL14,Human Microglia/Macrophage
RPL15,
RPL17,
RPL17-C18ORF32,Human Endothelial
RPL18,
RPL18A,Human Endothelial
RPL19,Human Microglia/Macrophage
RPL19P12,Human Endothelial
RPL21,Human Endothelial
RPL21P28,Human Endothelial
RPL21P44,Human Neurons
RPL22,Human Oligodendrocytes
RPL22L1,
RPL23,Human Microglia/Macrophage
RPL23A,
RPL23AP32,Human mature astrocytes
RPL23AP53,
RPL23AP64,
RPL23AP7,Human Neurons
RPL23AP82,
RPL23P8,Human Endothelial
RPL24,
RPL26,
RPL26L1,
RPL27,
RPL27A,
RPL28,Human Endothelial
RPL29,
RPL29P2,
RPL3,
RPL30,
RPL31,
RPL31P11,
RPL32,
RPL32P3,Human Neurons
RPL34,
RPL35,
RPL35A,
RPL36,Human Endothelial
RPL36A,Human Microglia/Macrophage
RPL36A-HNRNPH2,Human Endothelial
RPL36AL,
RPL37,
RPL37A,Human Oligodendrocytes
RPL38,
RPL39,
RPL39L,Human Neurons
RPL3L,
RPL4,
RPL41,
RPL5,
RPL6,
RPL7,
RPL7A,
RPL7L1,
RPL8,Human Endothelial
RPL9,Human Endothelial
RPLP0,Human Microglia/Macrophage
RPLP0P2,
RPLP1,
RPLP2,
RPN1,
RPN2,
RPP14,
RPP21,
RPP21,Human Oligodendrocytes
RPP21,Human Oligodendrocytes
RPP21,Human Endothelial
RPP21,Human mature astrocytes
RPP21,Human Oligodendrocytes
RPP21,Human Oligodendrocytes
RPP25,Human Neurons
RPP30,Human Neurons
RPP38,
RPP40,
RPPH1,
RPRD1A,Human Neurons
RPRD1B,
RPRD2,
RPRM,
RPRML,
RPS10,Human Endothelial
RPS10-NUDT3,Human Oligodendrocytes
RPS10P7,Human Oligodendrocytes
RPS11,
RPS12,
RPS13,
RPS14,
RPS15,Human Endothelial
RPS15A,
RPS15AP10,
RPS16,Human Microglia/Macrophage
RPS16P5,Human mature astrocytes
RPS17,
RPS17L,
RPS18,Human Endothelial
RPS18,Human Endothelial
RPS18,
RPS18,
RPS18,
RPS18,
RPS19,
RPS19BP1,
RPS2,
RPS20,Human Microglia/Macrophage
RPS21,
RPS23,
RPS24,
RPS25,
RPS26,Human Endothelial
RPS26P11,Human Endothelial
RPS27,Human Endothelial
RPS27A,
RPS27L,
RPS28,Human Endothelial
RPS29,
RPS2P32,
RPS3,Human Microglia/Macrophage
RPS3A,
RPS4X,
RPS4Y1,
RPS4Y2,
RPS5,
RPS6,
RPS6KA1,Human Microglia/Macrophage
RPS6KA2,
RPS6KA3,Human Microglia/Macrophage
RPS6KA4,Human Microglia/Macrophage
RPS6KA5,
RPS6KA6,Human Neurons
RPS6KB1,
RPS6KB2,Human Endothelial
RPS6KC1,
RPS6KL1,
RPS7,Human Endothelial
RPS7P5,
RPS8,
RPS9,Human Endothelial
RPSA,
RPSAP52,
RPSAP58,
RPSAP9,
RPTN,
RPTOR,Human mature astrocytes
RPUSD1,
RPUSD2,
RPUSD3,Human mature astrocytes
RPUSD4,
RQCD1,
RRAD,
RRAGA,Human Neurons
RRAGB,Human Neurons
RRAGC,Human Microglia/Macrophage
RRAGD,Human Neurons
RRAS,Human Endothelial
RRAS2,
RRBP1,
RREB1,Human Microglia/Macrophage
RRH,
RRM1,
RRM2,Human Oligodendrocytes
RRM2B,
RRN3,
RRN3P1,
RRN3P2,
RRN3P3,
RRNAD1,
RRP1,
RRP12,Human Microglia/Macrophage
RRP15,Human Neurons
RRP1B,
RRP36,
RRP7A,
RRP7B,
RRP8,Human mature astrocytes
RRP9,
RRS1,
RS1,Human Neurons
RSAD1,Human Neurons
RSAD2,Human Endothelial
RSBN1,Human Neurons
RSBN1L,Human Neurons
RSC1A1,
RSF1,
RSG1,Human mature astrocytes
RSL1D1,
RSL24D1,Human Neurons
RSPH1,Human Neurons
RSPH10B2,
RSPH10B2,Human Neurons
RSPH3,
RSPH4A,Human Neurons
RSPH6A,
RSPH9,Human mature astrocytes
RSPO1,
RSPO2,Human Neurons
RSPO3,Human Neurons
RSPO4,
RSPRY1,
RSRC1,Human Neurons
RSRC2,
RSU1,Human Endothelial
RTBDN,
RTCD1,Human Neurons
RTDR1,
RTEL1,Human mature astrocytes
RTEL1-TNFRSF6B,
RTF1,Human Neurons
RTKN,Human Oligodendrocytes
RTKN2,
RTL1,
RTN1,Human Neurons
RTN2,
RTN3,Human Neurons
RTN4,
RTN4IP1,Human Neurons
RTN4R,
RTN4RL1,Human Endothelial
RTN4RL2,
RTP1,
RTP2,
RTP3,
RTP4,Human Endothelial
RTTN,Human Microglia/Macrophage
RUFY2,Human Neurons
RUFY3,Human Neurons
RUFY4,
RUNDC1,
RUNDC3A,Human Neurons
RUNDC3B,Human Endothelial
RUNX1,Human Microglia/Macrophage
RUNX1-IT1,Human Microglia/Macrophage
RUNX1T1,
RUNX2,Human Microglia/Macrophage
RUNX3,Human Microglia/Macrophage
RUSC1,Human Neurons
RUSC1-AS1,Human mature astrocytes
RUSC2,Human Endothelial
RUVBL1,
RUVBL2,Human Endothelial
RWDD1,
RWDD2A,Human Neurons
RWDD2B,
RWDD3,Human Neurons
RWDD4,
RXFP1,Human Neurons
RXFP2,
RXFP3,
RXFP4,
RXRA,Human mature astrocytes
RXRB,
RXRB,Human Neurons
RXRB,
RXRB,
RXRB,
RXRB,
RXRG,
RYBP,
RYK,
RYR1,
RYR2,Human Neurons
RYR3,Human mature astrocytes
S100A1,Human mature astrocytes
S100A10,Human Endothelial
S100A11,Human Microglia/Macrophage
S100A12,Human Microglia/Macrophage
S100A13,Human mature astrocytes
S100A14,
S100A16,
S100A2,Human mature astrocytes
S100A3,
S100A4,Human Microglia/Macrophage
S100A5,
S100A6,
S100A7,
S100A7A,
S100A7L2,
S100A8,Human Microglia/Macrophage
S100A9,Human Microglia/Macrophage
S100B,
S100G,
S100P,
S100PBP,
S100Z,Human Microglia/Macrophage
S1PR1,Human mature astrocytes
S1PR2,Human Oligodendrocytes
S1PR3,Human Endothelial
S1PR4,
S1PR5,Human Oligodendrocytes
SAA1,Human mature astrocytes
SAA2,Human mature astrocytes
SAA2-SAA4,
SAA3P,Human Microglia/Macrophage
SAA4,
SAAL1,
SAC3D1,
SACM1L,Human Neurons
SACS,Human Neurons
SAE1,Human Neurons
SAFB,
SAFB2,Human mature astrocytes
SAG,
SAGE1,
SALL1,
SALL2,Human mature astrocytes
SALL3,Human mature astrocytes
SALL4,
SAMD1,
SAMD10,
SAMD11,
SAMD12,Human Neurons
SAMD12-AS1,Human Endothelial
SAMD13,
SAMD14,
SAMD15,Human mature astrocytes
SAMD3,
SAMD4A,
SAMD4B,
SAMD5,Human Neurons
SAMD7,
SAMD8,
SAMD9,Human Microglia/Macrophage
SAMD9L,Human Microglia/Macrophage
SAMHD1,Human Microglia/Macrophage
SAMM50,
SAMSN1,Human Microglia/Macrophage
SAP130,
SAP18,Human Oligodendrocytes
SAP25,
SAP30,
SAP30BP,
SAP30L,
SAPCD1,
SAPCD1,Human mature astrocytes
SAPCD1,Human Neurons
SAPCD1,
SAPCD1,
SAPCD1,Human mature astrocytes
SAPCD2,Human Oligodendrocytes
SAR1A,
SAR1B,
SARDH,Human mature astrocytes
SARM1,
SARNP,
SARS,Human Neurons
SARS2,Human mature astrocytes
SART1,
SART3,
SASH1,Human mature astrocytes
SASH3,Human Microglia/Macrophage
SASS6,
SAT1,Human Microglia/Macrophage
SAT2,
SATB1,Human Neurons
SATB2,Human Endothelial
SATL1,
SAV1,
SAYSD1,
SBDS,
SBDSP1,
SBF1,
SBF1P1,
SBF2,
SBK1,
SBK2,
SBNO1,
SBNO2,
SBSN,
SC5DL,
SCAF1,
SCAF11,Human Microglia/Macrophage
SCAF4,Human Microglia/Macrophage
SCAF8,
SCAI,Human Neurons
SCAMP1,Human Neurons
SCAMP2,Human Microglia/Macrophage
SCAMP3,
SCAMP4,Human mature astrocytes
SCAMP5,Human Neurons
SCAND1,
SCAND2,
SCAND3,Human Neurons
SCAND3,Human Neurons
SCAP,Human mature astrocytes
SCAPER,
SCARA3,Human mature astrocytes
SCARA5,Human Neurons
SCARB1,Human Endothelial
SCARB2,Human Oligodendrocytes
SCARF1,
SCARF2,
SCARNA1,
SCARNA10,
SCARNA11,
SCARNA12,Human Endothelial
SCARNA13,Human Neurons
SCARNA14,
SCARNA15,
SCARNA16,
SCARNA17,Human mature astrocytes
SCARNA18,
SCARNA2,
SCARNA20,Human Endothelial
SCARNA21,
SCARNA22,
SCARNA23,
SCARNA27,
SCARNA3,
SCARNA4,
SCARNA5,
SCARNA6,Human Microglia/Macrophage
SCARNA7,Human Microglia/Macrophage
SCARNA8,
SCARNA9,Human Neurons
SCARNA9L,
SCCPDH,
SCD,Human Oligodendrocytes
SCD5,
SCEL,
SCFD1,Human Neurons
SCFD2,
SCG2,Human Neurons
SCG3,Human mature astrocytes
SCG5,Human Neurons
SCGB1A1,
SCGB1B2P,Human mature astrocytes
SCGB1C1,
SCGB1D1,
SCGB1D2,Human mature astrocytes
SCGB1D4,
SCGB2A1,Human Neurons
SCGB2A2,
SCGB2B2,Human mature astrocytes
SCGB2B3P,
SCGB3A1,
SCGB3A2,
SCGN,Human Neurons
SCHIP1,Human Oligodendrocytes
SCIMP,Human Microglia/Macrophage
SCIN,Human Microglia/Macrophage
SCLT1,
SCLY,Human mature astrocytes
SCMH1,
SCML1,Human Microglia/Macrophage
SCML2,
SCML4,
SCN10A,
SCN11A,Human mature astrocytes
SCN1A,Human Neurons
SCN1B,
SCN2A,Human Neurons
SCN2B,Human Neurons
SCN3A,Human Neurons
SCN3B,Human Neurons
SCN4A,
SCN4B,
SCN5A,
SCN7A,Human Neurons
SCN8A,Human Neurons
SCN9A,Human Neurons
SCNM1,
SCNN1A,
SCNN1B,
SCNN1D,
SCNN1G,
SCO1,
SCO2,Human Microglia/Macrophage
SCOC,Human Neurons
SCP2,
SCPEP1,
SCRG1,Human mature astrocytes
SCRIB,
SCRN1,
SCRN2,
SCRN3,
SCRT1,
SCRT2,
SCT,
SCTR,
SCUBE1,Human mature astrocytes
SCUBE2,
SCUBE3,
SCXA,
SCXA,
SCYL1,
SCYL2,
SCYL3,
SDAD1,Human Neurons
SDC1,
SDC2,Human mature astrocytes
SDC4,Human mature astrocytes
SDC4P,
SDCBP,Human Microglia/Macrophage
SDCBP2,Human mature astrocytes
SDCCAG3,
SDCCAG8,Human Oligodendrocytes
SDF2,
SDF2L1,Human Microglia/Macrophage
SDF4,
SDHA,
SDHAF1,Human Neurons
SDHAF2,
SDHAP1,Human Neurons
SDHAP2,
SDHAP3,
SDHB,
SDHC,
SDHD,
SDK1,Human Microglia/Macrophage
SDK2,
SDPR,Human Endothelial
SDR16C5,Human Neurons
SDR39U1,Human Neurons
SDR42E1,
SDR9C7,
SDS,Human mature astrocytes
SDSL,Human mature astrocytes
SEBOX,
SEC1,
SEC11A,
SEC11C,
SEC13,
SEC14L1,
SEC14L2,Human mature astrocytes
SEC14L3,
SEC14L4,
SEC14L5,Human Oligodendrocytes
SEC14L6,Human mature astrocytes
SEC16A,
SEC16B,
SEC22A,Human Neurons
SEC22B,
SEC22C,Human Oligodendrocytes
SEC23A,Human Neurons
SEC23B,
SEC23IP,
SEC24A,
SEC24B,
SEC24C,
SEC24D,Human Microglia/Macrophage
SEC31A,
SEC31B,
SEC61A1,Human mature astrocytes
SEC61A2,Human Neurons
SEC61B,
SEC61G,Human Neurons
SEC62,
SEC63,
SECISBP2,
SECISBP2L,Human Oligodendrocytes
SECTM1,
SEH1L,Human Neurons
SEL1L,
SEL1L2,
SEL1L3,
SELE,Human Endothelial
SELENBP1,Human mature astrocytes
SELK,
SELL,Human Microglia/Macrophage
SELM,
SELO,
SELP,Human Neurons
SELPLG,Human Microglia/Macrophage
SELRC1,
SELS,
SELT,
SELV,Human Oligodendrocytes
SEMA3A,
SEMA3B,Human mature astrocytes
SEMA3C,Human Oligodendrocytes
SEMA3D,Human mature astrocytes
SEMA3E,Human Neurons
SEMA3F,
SEMA3G,Human Endothelial
SEMA4A,Human mature astrocytes
SEMA4B,Human mature astrocytes
SEMA4C,
SEMA4D,
SEMA4F,Human Neurons
SEMA4G,Human Neurons
SEMA5A,Human Oligodendrocytes
SEMA6A,Human Oligodendrocytes
SEMA6B,Human Endothelial
SEMA6C,Human Endothelial
SEMA6D,
SEMA7A,Human Microglia/Macrophage
SEMG1,
SEMG2,
SENP1,
SENP2,
SENP3,Human mature astrocytes
SENP3-EIF4A1,
SENP5,
SENP6,
SENP7,
SENP8,Human mature astrocytes
SEPHS1,
SEPHS2,
SEPN1,
SEPP1,Human Oligodendrocytes
SEPSECS,Human Oligodendrocytes
SEPT5-GP1BB,
SEPT7L,
SEPT7P2,
SEPW1,
SEPX1,Human mature astrocytes
SERAC1,Human Neurons
SERBP1,
SERF1A,
SERF1A,
SERF1B,Human Neurons
SERF1B,Human Neurons
SERF2,
SERF2-C15ORF63,
SERGEF,Human Neurons
SERHL,Human Neurons
SERHL2,
SERINC1,Human Neurons
SERINC2,
SERINC3,
SERINC4,
SERINC5,
SERP1,
SERP2,Human Neurons
SERPINA1,Human Microglia/Macrophage
SERPINA10,
SERPINA11,
SERPINA12,
SERPINA13,
SERPINA3,Human mature astrocytes
SERPINA4,
SERPINA5,
SERPINA6,
SERPINA7,
SERPINA9,
SERPINB1,Human Microglia/Macrophage
SERPINB10,
SERPINB11,
SERPINB12,
SERPINB13,
SERPINB2,Human Microglia/Macrophage
SERPINB3,
SERPINB4,
SERPINB5,
SERPINB6,
SERPINB7,
SERPINB8,Human Microglia/Macrophage
SERPINB9,Human Microglia/Macrophage
SERPINC1,Human Neurons
SERPIND1,
SERPINE1,Human Endothelial
SERPINE2,Human mature astrocytes
SERPINE3,
SERPINF1,Human Microglia/Macrophage
SERPINF2,
SERPING1,Human Endothelial
SERPINH1,Human Endothelial
SERPINI1,Human Neurons
SERPINI2,
SERTAD1,Human Endothelial
SERTAD2,
SERTAD3,
SERTAD4,
SERTM1,Human Neurons
SESN1,
SESN2,Human Microglia/Macrophage
SESN3,
SESTD1,
SET,
SETBP1,Human Neurons
SETD1A,
SETD1B,
SETD2,
SETD3,
SETD4,
SETD5,
SETD6,Human Neurons
SETD7,
SETD8,Human Microglia/Macrophage
SETD9,
SETDB1,
SETDB2,Human Neurons
SETMAR,
SETX,Human Microglia/Macrophage
SEZ6,Human Neurons
SEZ6L,Human Neurons
SEZ6L2,Human Neurons
SF1,Human Microglia/Macrophage
SF3A1,
SF3A2,Human Endothelial
SF3A3,Human Microglia/Macrophage
SF3B1,Human Microglia/Macrophage
SF3B14,
SF3B2,
SF3B3,Human Neurons
SF3B4,Human Microglia/Macrophage
SF3B5,
SFI1,
SFMBT1,
SFMBT2,Human Microglia/Macrophage
SFN,
SFPQ,Human Microglia/Macrophage
SFR1,Human Oligodendrocytes
SFRP1,Human Oligodendrocytes
SFRP2,Human mature astrocytes
SFRP4,Human Oligodendrocytes
SFRP5,
SFSWAP,
SFT2D1,
SFT2D2,Human Microglia/Macrophage
SFT2D3,
SFTA1P,
SFTA2,
SFTA2,
SFTA2,
SFTA2,
SFTA2,
SFTA2,
SFTA3,
SFTPA1,
SFTPA2,
SFTPB,
SFTPC,
SFTPD,
SFXN1,
SFXN2,Human Microglia/Macrophage
SFXN3,
SFXN4,Human Neurons
SFXN5,Human mature astrocytes
SGCA,Human Endothelial
SGCB,
SGCD,Human mature astrocytes
SGCE,
SGCG,
SGCZ,Human Neurons
SGIP1,Human Neurons
SGK1,Human Microglia/Macrophage
SGK110,
SGK196,
SGK2,Human Oligodendrocytes
SGK223,
SGK3,Human mature astrocytes
SGK494,Human Neurons
SGMS1,
SGMS2,
SGOL1,
SGOL2,
SGPL1,Human mature astrocytes
SGPP1,
SGPP2,Human Endothelial
SGSH,Human mature astrocytes
SGSM1,Human Neurons
SGSM2,Human mature astrocytes
SGSM3,
SGTA,
SGTB,Human Neurons
SH2B1,Human mature astrocytes
SH2B2,
SH2B3,Human Microglia/Macrophage
SH2D1A,
SH2D1B,
SH2D2A,Human Microglia/Macrophage
SH2D3A,
SH2D3C,Human Endothelial
SH2D4A,
SH2D4B,Human Neurons
SH2D5,Human Neurons
SH2D6,Human Neurons
SH2D7,
SH3BGR,
SH3BGRL,
SH3BGRL2,Human Neurons
SH3BGRL3,Human Endothelial
SH3BP1,Human Microglia/Macrophage
SH3BP2,
SH3BP4,Human Endothelial
SH3BP5,Human Neurons
SH3BP5L,
SH3D19,Human Oligodendrocytes
SH3D21,
SH3GL1,
SH3GL1P1,Human Endothelial
SH3GL1P2,
SH3GL2,Human Neurons
SH3GL3,Human Oligodendrocytes
SH3GLB1,
SH3GLB2,Human Endothelial
SH3KBP1,Human Microglia/Macrophage
SH3PXD2A,Human Oligodendrocytes
SH3PXD2B,Human mature astrocytes
SH3RF1,Human mature astrocytes
SH3RF2,
SH3RF3,Human Microglia/Macrophage
SH3TC1,Human Microglia/Macrophage
SH3TC2,Human Oligodendrocytes
SH3YL1,Human Neurons
SHANK1,
SHANK2,Human Neurons
SHANK3,Human Endothelial
SHB,
SHBG,
SHC1,
SHC2,Human Endothelial
SHC3,Human Neurons
SHC4,Human Oligodendrocytes
SHCBP1,
SHCBP1L,
SHD,
SHE,Human Endothelial
SHF,
SHFM1,
SHH,
SHISA2,Human Oligodendrocytes
SHISA3,Human Endothelial
SHISA4,Human mature astrocytes
SHISA5,Human Endothelial
SHISA6,
SHISA7,
SHISA8,Human Neurons
SHISA9,Human Neurons
SHKBP1,Human Microglia/Macrophage
SHMT1,Human Microglia/Macrophage
SHMT2,
SHOC2,
SHOX,
SHOX,
SHOX2,
SHPK,Human mature astrocytes
SHPRH,Human Neurons
SHQ1,
SHROOM1,Human Endothelial
SHROOM2,Human Neurons
SHROOM3,Human mature astrocytes
SHROOM4,
SI,
SIAE,
SIAH1,
SIAH2,Human Microglia/Macrophage
SIAH3,Human Neurons
SIDT1,
SIDT2,Human mature astrocytes
SIGIRR,Human Endothelial
SIGLEC1,Human Microglia/Macrophage
SIGLEC10,Human Microglia/Macrophage
SIGLEC11,Human Microglia/Macrophage
SIGLEC12,Human Microglia/Macrophage
SIGLEC14,Human Microglia/Macrophage
SIGLEC15,
SIGLEC16,Human Microglia/Macrophage
SIGLEC5,Human Microglia/Macrophage
SIGLEC6,
SIGLEC8,Human Microglia/Macrophage
SIGLECP3,
SIGMAR1,
SIK1,
SIK2,
SIK3,
SIKE1,
SIL1,Human mature astrocytes
SIM1,
SIM2,
SIN3A,
SIN3B,Human mature astrocytes
SIPA1,
SIPA1L1,
SIPA1L2,Human Microglia/Macrophage
SIPA1L3,
SIRPB1,Human Microglia/Macrophage
SIRPB2,Human Microglia/Macrophage
SIRPD,Human Microglia/Macrophage
SIRPG,
SIRT1,Human Microglia/Macrophage
SIRT2,Human Oligodendrocytes
SIRT3,
SIRT4,Human Neurons
SIRT6,
SIRT7,Human Microglia/Macrophage
SIT1,
SIVA1,Human Endothelial
SIX1,Human Endothelial
SIX2,
SIX3,
SIX4,Human Neurons
SIX5,
SIX6,
SKA1,
SKA2,
SKA3,Human Endothelial
SKAP1,Human Neurons
SKAP2,Human Microglia/Macrophage
SKI,Human Microglia/Macrophage
SKIL,Human Microglia/Macrophage
SKINTL,Human mature astrocytes
SKIV2L,
SKIV2L,
SKIV2L,
SKIV2L,
SKIV2L,
SKIV2L,
SKIV2L2,
SKOR1,
SKP1,Human Neurons
SKP1P2,Human Endothelial
SKP2,
SLA,Human Microglia/Macrophage
SLA2,
SLAIN1,Human Oligodendrocytes
SLAIN2,
SLAMF1,
SLAMF6,
SLAMF7,
SLAMF8,Human Microglia/Macrophage
SLAMF9,
SLBP,Human Neurons
SLC10A1,Human Microglia/Macrophage
SLC10A2,
SLC10A3,Human Endothelial
SLC10A4,Human Neurons
SLC10A5,Human Neurons
SLC10A6,
SLC10A7,
SLC11A1,Human Microglia/Macrophage
SLC11A2,
SLC12A1,Human Neurons
SLC12A2,Human Oligodendrocytes
SLC12A3,Human Endothelial
SLC12A4,Human mature astrocytes
SLC12A5,Human Neurons
SLC12A6,
SLC12A7,Human Endothelial
SLC12A8,Human Neurons
SLC12A9,Human mature astrocytes
SLC13A1,
SLC13A2,
SLC13A3,Human mature astrocytes
SLC13A4,Human Endothelial
SLC13A5,Human mature astrocytes
SLC14A1,Human mature astrocytes
SLC14A2,
SLC15A1,
SLC15A2,Human mature astrocytes
SLC15A3,
SLC15A4,Human Microglia/Macrophage
SLC15A5,Human mature astrocytes
SLC16A1,Human Endothelial
SLC16A10,Human Endothelial
SLC16A11,
SLC16A12,
SLC16A13,Human Endothelial
SLC16A14,Human Neurons
SLC16A2,
SLC16A3,Human Microglia/Macrophage
SLC16A4,Human Endothelial
SLC16A5,Human Microglia/Macrophage
SLC16A6,
SLC16A7,Human Neurons
SLC16A8,
SLC16A9,Human mature astrocytes
SLC17A1,
SLC17A2,
SLC17A3,
SLC17A4,
SLC17A5,
SLC17A6,Human Neurons
SLC17A7,Human Neurons
SLC17A8,Human Neurons
SLC17A9,Human Microglia/Macrophage
SLC18A1,Human Microglia/Macrophage
SLC18A2,
SLC18A3,
SLC19A1,Human Endothelial
SLC19A2,
SLC19A3,Human Endothelial
SLC1A1,Human Neurons
SLC1A2,Human mature astrocytes
SLC1A3,Human mature astrocytes
SLC1A4,Human mature astrocytes
SLC1A5,Human Microglia/Macrophage
SLC1A6,Human Neurons
SLC1A7,Human Endothelial
SLC20A1,Human mature astrocytes
SLC20A2,Human Endothelial
SLC22A1,
SLC22A10,
SLC22A11,
SLC22A12,
SLC22A13,
SLC22A14,
SLC22A15,Human Oligodendrocytes
SLC22A16,
SLC22A17,
SLC22A18,
SLC22A18AS,
SLC22A2,
SLC22A20,
SLC22A23,
SLC22A24,
SLC22A25,
SLC22A3,Human Neurons
SLC22A31,
SLC22A4,Human mature astrocytes
SLC22A5,
SLC22A6,Human mature astrocytes
SLC22A7,
SLC22A8,Human Endothelial
SLC22A9,Human Endothelial
SLC23A1,
SLC23A2,
SLC23A3,
SLC24A1,Human Microglia/Macrophage
SLC24A2,
SLC24A3,Human Neurons
SLC24A4,Human Neurons
SLC24A5,
SLC24A6,
SLC25A1,Human mature astrocytes
SLC25A10,
SLC25A11,
SLC25A12,Human Neurons
SLC25A13,Human Oligodendrocytes
SLC25A14,Human Neurons
SLC25A15,Human Neurons
SLC25A16,Human Neurons
SLC25A17,Human Neurons
SLC25A19,Human Microglia/Macrophage
SLC25A2,Human Neurons
SLC25A20,Human mature astrocytes
SLC25A21,Human Endothelial
SLC25A22,
SLC25A23,Human mature astrocytes
SLC25A24,Human Microglia/Macrophage
SLC25A25,Human Microglia/Macrophage
SLC25A26,Human Neurons
SLC25A27,
SLC25A28,
SLC25A29,Human mature astrocytes
SLC25A3,
SLC25A30,
SLC25A31,
SLC25A32,
SLC25A33,Human mature astrocytes
SLC25A34,
SLC25A35,Human mature astrocytes
SLC25A36,Human Neurons
SLC25A37,Human Microglia/Macrophage
SLC25A38,
SLC25A39,
SLC25A4,Human Neurons
SLC25A40,Human Neurons
SLC25A41,
SLC25A42,
SLC25A43,Human mature astrocytes
SLC25A44,
SLC25A45,Human Microglia/Macrophage
SLC25A46,Human Neurons
SLC25A47,
SLC25A48,Human mature astrocytes
SLC25A5,
SLC25A5-AS1,
SLC25A6,Human Endothelial
SLC25A6,Human Endothelial
SLC26A1,Human mature astrocytes
SLC26A10,
SLC26A11,
SLC26A2,Human Microglia/Macrophage
SLC26A3,
SLC26A4,Human Neurons
SLC26A5,
SLC26A6,Human mature astrocytes
